1978,10,26,10.231,0
1978,10,28,10.42,0
1978,10,30,10.557,0
1978,11,1,10.67,0
1978,11,3,10.777,0
1978,11,5,10.968,0
1978,11,7,11.08,0
1978,11,9,11.189,0
1978,11,11,11.314,0
1978,11,13,11.46,0
1978,11,15,11.539,0
1978,11,17,11.696,0
1978,11,19,11.87,0
1978,11,21,12.053,0
1978,11,23,12.274,0
1978,11,25,12.441,0
1978,11,27,12.662,0
1978,11,29,12.684,0
1978,12,1,12.725,0
1978,12,3,12.66,0
1978,12,5,12.785,0
1978,12,7,13.051,0
1978,12,9,13.143,0
1978,12,11,13.437,0
1978,12,13,13.603,0
1978,12,15,13.649,0
1978,12,17,13.807,0
1978,12,19,13.892,0
1978,12,21,13.996,0
1978,12,23,14.189,0
1978,12,25,14.268,0
1978,12,27,14.383,0
1978,12,29,14.5,0
1978,12,31,14.585,0
1979,1,2,14.997,0
1979,1,4,14.922,0
1979,1,6,14.929,0
1979,1,8,14.968,0
1979,1,10,15.19,0
1979,1,12,15.327,0
1979,1,14,15.352,0
1979,1,16,15.5,0
1979,1,18,15.517,0
1979,1,20,15.709,0
1979,1,22,15.679,0
1979,1,24,15.745,0
1979,1,26,15.686,0
1979,1,28,15.777,0
1979,1,30,15.912,0
1979,2,1,15.857,0
1979,2,3,15.839,0
1979,2,5,15.831,0
1979,2,7,15.801,0
1979,2,9,15.99,0
1979,2,11,16.099,0
1979,2,13,16.289,0
1979,2,15,16.323,0
1979,2,17,16.343,0
1979,2,19,16.291,0
1979,2,21,16.26,0
1979,2,23,16.401,0
1979,2,25,16.579,0
1979,2,27,16.551,0
1979,3,1,16.635,0
1979,3,3,16.457,0
1979,3,5,16.568,0
1979,3,7,16.547,0
1979,3,9,16.536,0
1979,3,11,16.513,0
1979,3,13,16.414,0
1979,3,15,16.31,0
1979,3,17,16.467,0
1979,3,19,16.505,0
1979,3,21,16.349,0
1979,3,23,16.279,0
1979,3,25,16.264,0
1979,3,27,16.06,0
1979,3,29,15.763,0
1979,3,31,15.804,0
1979,4,2,15.66,0
1979,4,4,15.641,0
1979,4,6,15.695,0
1979,4,8,15.794,0
1979,4,10,15.761,0
1979,4,12,15.655,0
1979,4,14,15.5,0
1979,4,16,15.454,0
1979,4,18,15.51,0
1979,4,20,15.343,0
1979,4,22,15.255,0
1979,4,24,15.224,0
1979,4,26,15.141,0
1979,4,28,15.108,0
1979,4,30,14.961,0
1979,5,2,14.626,0
1979,5,4,14.498,0
1979,5,6,14.45,0
1979,5,8,14.325,0
1979,5,10,14.149,0
1979,5,12,14.012,0
1979,5,14,13.836,0
1979,5,16,13.862,0
1979,5,18,13.691,0
1979,5,20,13.56,0
1979,5,22,13.529,0
1979,5,24,13.364,0
1979,5,26,13.399,0
1979,5,28,13.292,0
1979,5,30,13.26,0
1979,6,1,13.076,0
1979,6,3,12.977,0
1979,6,5,12.832,0
1979,6,7,12.791,0
1979,6,9,12.854,0
1979,6,11,12.733,0
1979,6,13,12.673,0
1979,6,15,12.548,0
1979,6,17,12.517,0
1979,6,19,12.415,0
1979,6,21,12.373,0
1979,6,23,12.243,0
1979,6,25,12.112,0
1979,6,27,11.977,0
1979,6,29,11.829,0
1979,7,1,11.562,0
1979,7,3,11.363,0
1979,7,5,11.255,0
1979,7,7,10.936,0
1979,7,9,10.793,0
1979,7,11,10.662,0
1979,7,13,10.503,0
1979,7,15,10.401,0
1979,7,17,10.256,0
1979,7,19,9.927,0
1979,7,21,9.919,0
1979,7,23,9.668,0
1979,7,25,9.614,0
1979,7,27,9.556,0
1979,7,29,9.342,0
1979,7,31,9.223,0
1979,8,2,9,0
1979,8,4,8.859,0
1979,8,6,8.744,0
1979,8,8,8.61,0
1979,8,10,8.328,0
1979,8,12,8.284,0
1979,8,14,8.138,0
1979,8,16,7.971,0
1979,8,18,7.811,0
1979,8,20,7.659,0
1979,8,22,7.566,0
1979,8,24,7.577,0
1979,8,26,7.421,0
1979,8,28,7.364,0
1979,8,30,7.284,0
1979,9,1,7.228,0
1979,9,3,7.147,0
1979,9,5,7.037,0
1979,9,7,7.075,0
1979,9,9,7.092,0
1979,9,11,6.981,0
1979,9,13,7.003,0
1979,9,15,7.007,0
1979,9,17,7.001,0
1979,9,19,6.91,0
1979,9,21,6.895,0
1979,9,23,7.033,0
1979,9,25,7.058,0
1979,9,27,7.127,0
1979,9,29,7.173,0
1979,10,1,7.404,0
1979,10,3,7.534,0
1979,10,5,7.813,0
1979,10,7,7.878,0
1979,10,9,8.115,0
1979,10,11,8.136,0
1979,10,13,8.338,0
1979,10,15,8.57,0
1979,10,17,8.938,0
1979,10,19,9.19,0
1979,10,21,9.295,0
1979,10,23,9.466,0
1979,10,25,9.7,0
1979,10,27,9.869,0
1979,10,29,9.797,0
1979,10,31,9.924,0
1979,11,2,10.144,0
1979,11,4,10.159,0
1979,11,6,10.267,0
1979,11,8,10.27,0
1979,11,10,10.497,0
1979,11,12,10.61,0
1979,11,14,10.8,0
1979,11,16,10.92,0
1979,11,18,11.01,0
1979,11,20,11.157,0
1979,11,22,11.352,0
1979,11,24,11.419,0
1979,11,26,11.581,0
1979,11,28,11.884,0
1979,11,30,12.076,0
1979,12,2,12.39,0
1979,12,4,12.462,0
1979,12,6,12.781,0
1979,12,8,12.991,0
1979,12,10,13.101,0
1979,12,12,13.292,0
1979,12,14,13.268,0
1979,12,16,13.322,0
1979,12,18,13.377,0
1979,12,20,13.541,0
1979,12,22,13.619,0
1979,12,24,13.773,0
1979,12,26,13.934,0
1979,12,28,14.101,0
1979,12,30,14.092,0
1980,1,1,14.2,0
1980,1,3,14.302,0
1980,1,5,14.414,0
1980,1,7,14.518,0
1980,1,9,14.594,0
1980,1,11,14.665,0
1980,1,13,14.771,0
1980,1,15,14.831,0
1980,1,17,14.957,0
1980,1,19,15.12,0
1980,1,21,15.141,0
1980,1,23,15.195,0
1980,1,25,15.209,0
1980,1,27,15.124,0
1980,1,29,15.258,0
1980,1,31,15.491,0
1980,2,2,15.401,0
1980,2,4,15.639,0
1980,2,6,15.76,0
1980,2,8,15.888,0
1980,2,10,15.895,0
1980,2,12,15.97,0
1980,2,14,16.017,0
1980,2,16,16.095,0
1980,2,18,16.095,0
1980,2,20,16.17,0
1980,2,22,16.066,0
1980,2,24,16.087,0
1980,2,26,16.069,0
1980,2,28,16.22,0
1980,3,1,16.157,0
1980,3,3,16.248,0
1980,3,5,16.302,0
1980,3,7,16.289,0
1980,3,9,16.168,0
1980,3,11,16.04,0
1980,3,13,15.966,0
1980,3,15,15.994,0
1980,3,17,15.988,0
1980,3,19,16.005,0
1980,3,21,15.946,0
1980,3,23,15.945,0
1980,3,25,15.923,0
1980,3,27,15.986,0
1980,3,29,15.891,0
1980,3,31,15.813,0
1980,4,2,15.681,0
1980,4,4,15.664,0
1980,4,6,15.707,0
1980,4,8,15.653,0
1980,4,10,15.644,0
1980,4,12,15.652,0
1980,4,14,15.523,0
1980,4,16,15.509,0
1980,4,18,15.39,0
1980,4,20,15.376,0
1980,4,22,15.406,0
1980,4,24,15.259,0
1980,4,26,15.117,0
1980,4,28,14.996,0
1980,4,30,14.859,0
1980,5,2,14.718,0
1980,5,4,14.549,0
1980,5,6,14.412,0
1980,5,8,14.32,0
1980,5,10,14.186,0
1980,5,12,14.011,0
1980,5,14,13.843,0
1980,5,16,13.757,0
1980,5,18,13.672,0
1980,5,20,13.531,0
1980,5,22,13.405,0
1980,5,24,13.34,0
1980,5,26,13.206,0
1980,5,28,13.023,0
1980,5,30,12.916,0
1980,6,1,12.766,0
1980,6,3,12.706,0
1980,6,5,12.614,0
1980,6,7,12.61,0
1980,6,9,12.586,0
1980,6,11,12.468,0
1980,6,13,12.278,0
1980,6,15,12.269,0
1980,6,17,12.13,0
1980,6,19,12.043,0
1980,6,21,12.007,0
1980,6,23,11.842,0
1980,6,25,11.699,0
1980,6,27,11.585,0
1980,6,29,11.466,0
1980,7,1,11.283,0
1980,7,3,11.075,0
1980,7,5,10.983,0
1980,7,7,10.852,0
1980,7,9,10.7,0
1980,7,11,10.575,0
1980,7,13,10.307,0
1980,7,15,10.203,0
1980,7,17,9.946,0
1980,7,19,9.847,0
1980,7,21,9.779,0
1980,7,23,9.594,0
1980,7,25,9.358,0
1980,7,27,9.166,0
1980,7,29,9.065,0
1980,7,31,8.868,0
1980,8,2,8.76,0
1980,8,4,8.611,0
1980,8,6,8.548,0
1980,8,8,8.348,0
1980,8,10,8.202,0
1980,8,12,8.041,0
1980,8,14,7.82,0
1980,8,16,7.765,0
1980,8,18,7.761,0
1980,8,20,7.717,0
1980,8,22,7.758,0
1980,8,24,7.578,0
1980,8,26,7.667,0
1980,8,28,7.588,0
1980,8,30,7.6,0
1980,9,1,7.544,0
1980,9,3,7.555,0
1980,9,5,7.533,0
1980,9,7,7.574,0
1980,9,9,7.56,0
1980,9,11,7.557,0
1980,9,13,7.543,0
1980,9,15,7.602,0
1980,9,17,7.58,0
